Words;NosionGroup1;NosionGroup2
impetus;11;
inertia;11;
invariable;11;
ion;11;
ionize;11;
kinetic;11;
laser;11;
lift;11;
liquefaction;11;
liquefy;11;
lodestone;11;
magnet;11;
magnetic;11;
magnetic field;11;
magnetism;11;
magnetize;11;
mass;11;
mechanical;11;
medium;11;
meltdown;11;
momentum;11;
motive;11;
mushroom cloud;11;
natural philosophy;11;
neutron;11;
newtonian;11;
nuclear;11;
nuclear fission;11;
nuclear fusion;11;
nuclear physics;11;
nuclear reactor;11;
nucleus;11;
optical fibre;11;
particle accelerator;11;
particle physics;11;
phonic;11;
phosphorescence;11;
phosphorescent;11;
photo ;11;
photon;11;
photosensitive;11;
photosensitize;11;
physical;11;
physicist;11;
physics;11;
pivot;11;
polar;11;
pole;11;
potential energy;11;
power;11;
pressure;11;
propulsion;11;
proton;11;
pull;11;
quantum mechanics;11;
quantum theory;11;
quark;11;
radiate;11;
radiation;11;
radio wave;11;
ray;11;
reaction;11;
reactor;11;
reflect;11;
reflector;11;
refract;11;
relativity;11;
repel;11;
repulsion;11;
repulsive;11;
resilience;11;
resilient;11;
resistance;11;
resonance;11;
retention;11;
solid state;11;
sonic;11;
sonic boom;11;
sound wave;11;
space;11;
specific gravity;11;
spectral;11;
spectroscope;11;
spectrum;11;
statics;11;
steady state theory;11;
strain;11;
stress;11;
surface tension;11;
tension;11;
thermodynamics;11;
thrust;11;
traction;11;
trajectory;11;
transmit;11;
ultrasonic;11;
ultrasound;11;
vacuum;11;
vaporize;11;
vapour;11;
vector;11;
wave;11;
wavelength;11;
work;11;
pre school;11;
law;11;
fish;11;
clothes;11;
acacia;16;
acorn;16;
almond;16;
aloe vera;16;
anemone;16;
angelica;16;
aniseed;16;
annual;16;
anther;16;
apricot;16;
aquatic;16;
arboreal;16;
arboretum;16;
artichoke;16;
ash;16;
asparagus;16;
aspen;16;
aspidistra;16;
aubergine;16;
avocado;16;
balsa;16;
balsam;16;
bamboo;16;
bark;16;
barley;16;
basil;16;
bay;16;
bay leaf;16;
bean;16;
beech;16;
beet;16;
begonia;16;
belladonna;16;
betel;16;
biennial;16;
bilberry;16;
bindweed;16;
biotechnology;16;
birch;16;
blackberry;16;
blackcurrant;16;
blackthorn;16;
bloom;16;
blossom;16;
bluebell;16;
blueberry;16;
bole;16;
boll;16;
botanical;16;
botanist;16;
botany;16;
bougainvillea;16;
bough;16;
box;16;
bracken;16;
branch;16;
breadfruit;16;
briar;16;
brier;16;
broad bean;16;
broadleaved;16;
broccoli;16;
broom;16;
brussels sprout;16;
bud;16;
bulb;16;
bulrush;16;
burr;16;
bush;16;
busy lizzie;16;
butter bean;16;
buttercup;16;
cabbage;16;
cacao;16;
cactus;16;
calyx;16;
camellia;16;
canopy;16;
cantaloup;16;
capsicum;16;
caraway;16;
carnation;16;
carrot;16;
cashew;16;
cassava;16;
catkin;16;
cauliflower;16;
cedar;16;
celery;16;
cellulose;16;
chard;16;
cherry;16;
chervil;16;
chestnut;16;
chickweed;16;
chicory;16;
chinese leaves;16;
chives;16;
chlorophyll;16;
chokecherry;16;
chrysanthemum;16;
cilantro;16;
citron;16;
citronella;16;
citrus;16;
clematis;16;
clementine;16;
climber;16;
clove;16;
clover;16;
cloverleaf;16;
coca;16;
cocoa bean;16;
coconut;16;
coffee bean;16;
collard greens;16;
cone;16;
conifer;16;
conker;16;
copper beech;16;
core;16;
coriander;16;
corn;16;
corncob;16;
cornflower;16;
cotton;16;
cottonwood;16;
covert;16;
cowslip;16;
crabgrass;16;
creep;16;
creeper;16;
cress;16;
crocus;16;
crop;16;
cross fertilize;16;
cultivate;16;
cultivation;16;
cumin;16;
cutting;16;
cyclamen;16;
cypress;16;
daffodil;16;
dahlia;16;
daisy;16;
damson;16;
dandelion;16;
dandelion clock;16;
date;16;
deadly nightshade;16;
deciduous;16;
dill;16;
dock;16;
double;16;
duckweed;16;
dutch elm disease;16;
elder;16;
elderberry;16;
elm;16;
endive;16;
etiolated;16;
eucalyptus;16;
evergreen;16;
female;16;
fennel;16;
fern;16;
fertilize;16;
fibre;16;
fig leaf;16;
fir;16;
flax;16;
flesh;16;
fleshy;16;
flora;16;
flower;16;
foliage;16;
forget me not;16;
foxglove;16;
freesia;16;
frond;16;
fruit;16;
fuchsia;16;
fungal;16;
fungus;16;
furze;16;
gardenia;16;
gentian;16;
geranium;16;
germinate;16;
ginger;16;
gladiolus;16;
gooseberry;16;
gorse;16;
gourd;16;
grape;16;
grapefruit;16;
grapevine;16;
grass;16;
grassy;16;
green;16;
green bean;16;
greengage;16;
green onion;16;
green pepper;16;
groundnut;16;
guava;16;
gum;16;
gum tree;16;
hardy;16;
haricot;16;
hawthorn;16;
hazel;16;
hazelnut;16;
heart;16;
heath;16;
heather;16;
hedgerow;16;
heliotrope;16;
hemlock;16;
hemp;16;
herb;16;
herbaceous;16;
hibiscus;16;
hickory;16;
hip;16;
holly;16;
hollyhock;16;
honeysuckle;16;
horse chestnut;16;
horseradish;16;
huckleberry;16;
husk;16;
hyacinth;16;
hybrid;16;
iris;16;
ivy;16;
jasmine;16;
jerusalem artichoke;16;
juniper;16;
kale;16;
kelp;16;
kernel;16;
kidney bean;16;
kumquat;16;
laburnum;16;
larch;16;
laurel;16;
lavender;16;
leader;16;
leaf;16;
leaf mould;16;
leek;16;
legume;16;
lemon;16;
lentil;16;
lettuce;16;
lichen;16;
lilac;16;
lily;16;
lily of the valley;16;
lima bean;16;
limb;16;
lime;16;
linden;16;
linseed;16;
locoweed;16;
log;16;
loganberry;16;
lotus;16;
lush;16;
lychee;16;
magnolia;16;
mahogany;16;
male;16;
mallow;16;
mandrake;16;
mangrove;16;
maple;16;
marigold;16;
marrow;16;
may;16;
milkweed;16;
mimosa;16;
mint;16;
mistletoe;16;
morning glory;16;
moss;16;
mountain ash;16;
mulberry;16;
mustard;16;
mycology;16;
myrrh;16;
myrtle;16;
narcissus;16;
nasturtium;16;
native;16;
naturalist;16;
nectarine;16;
needle;16;
nettle;16;
nodal;16;
node;16;
nodule;16;
nut;16;
nutshell;16;
oak;16;
offshoot;16;
oilseed rape;16;
oleander;16;
olive;16;
orchard;16;
orchid;16;
osier;16;
ovary;16;
overgrown;16;
overgrowth;16;
ox eye;16;
palm;16;
palm tree;16;
pampas grass;16;
pansy;16;
papyrus;16;
parasite;16;
parasitic;16;
parsley;16;
parsnip;16;
passionflower;16;
peach;16;
pear;16;
peat;16;
pecan;16;
peony;16;
peppermint;16;
perennial;16;
periwinkle;16;
persimmon;16;
petal;16;
petunia;16;
phlox;16;
photosynthesis;16;
pimento;16;
pimpernel;16;
pine;16;
pineapple;16;
pinewood;16;
pink;16;
pinto bean;16;
pip;16;
pippin;16;
pistachio;16;
pistil;16;
pit;16;
pitch pine;16;
pith;16;
plane;16;
plane tree;16;
plankton;16;
plant;16;
plantain;16;
plum;16;
pod;16;
poinsettia;16;
poison ivy;16;
poison oak;16;
pollen;16;
pollen count;16;
pollinate;16;
poplar;16;
poppy;16;
poppyseed;16;
potato;16;
prickle;16;
prickly;16;
prickly pear;16;
primrose;16;
primula;16;
privet;16;
propagate;16;
puffball;16;
pulp;16;
pussy willow;16;
ragweed;16;
ragwort;16;
ramble;16;
rambler;16;
rampant;16;
rank;16;
rape;16;
raspberry;16;
rattan;16;
redcurrant;16;
redwood;16;
reed;16;
reedy;16;
resin;16;
rhizome;16;
rhododendron;16;
rhubarb;16;
rice;16;
rind;16;
ripe;16;
ripen;16;
root;16;
rose;16;
rosebud;16;
rosemary;16;
rubber plant;16;
runner;16;
runner bean;16;
rush;16;
sac;16;
sagebrush;16;
sandalwood;16;
sap;16;
sapling;16;
sappy;16;
sapwood;16;
sassafras;16;
savory;16;
scallion;16;
scion;16;
scrub;16;
scrubby;16;
seaweed;16;
sedge;16;
seed;16;
seedling;16;
segment;16;
senna;16;
sepal;16;
sequoia;16;
sesame;16;
set;16;
shallot;16;
shamrock;16;
shed;16;
shoot;16;
shrub;16;
silver birch;16;
skin;16;
sloe;16;
snapdragon;16;
snowdrop;16;
sorghum;16;
sorrel;16;
soya bean;16;
spearmint;16;
spinach;16;
spiny;16;
spore;16;
sprig;16;
spring onion;16;
sprout;16;
spruce;16;
squash;16;
stalk;16;
stamen;16;
stem;16;
stigma;16;
stinging nettle;16;
stock;16;
straw;16;
strawberry;16;
string bean;16;
stump;16;
succulent;16;
sucker;16;
sugar;16;
sugar beet;16;
sugarcane;16;
sunflower;16;
swede;16;
sweetcorn;16;
sweet gum;16;
sweet pea;16;
sweet william;16;
sycamore;16;
tamarind;16;
tangerine;16;
taproot;16;
tea;16;
teasel;16;
teazel;16;
tendril;16;
thistle;16;
thistledown;16;
thorn;16;
thorny;16;
thyme;16;
timber;16;
toadstool;16;
top;16;
trailing;16;
transpiration;16;
transpire;16;
transplant;16;
tree;16;
treetop;16;
trefoil;16;
truffle;16;
trunk;16;
tuber;16;
tulip;16;
tumbleweed;16;
turnip;16;
twig;16;
underbrush;16;
undergrowth;16;
unripe;16;
vanilla;16;
variegated;16;
vegetable;16;
vegetation;16;
vein;16;
vetch;16;
vine;16;
violet;16;
virginia creeper;16;
wallflower;16;
walnut;16;
water chestnut;16;
watercress;16;
water lily;16;
weed;16;
whorl;16;
wild rice;16;
willow;16;
wilt;16;
wisteria;16;
wither;16;
withered;16;
woody;16;
wormwood;16;
yam;16;
yew;16;
yucca;16;
power;16;
electricity;16;
geography;16;
tastes;16;
perspex;39;
plastic;39;
plastic explosive;39;
plexiglas;39;
polyethylene;39;
polypropylene;39;
polystyrene;39;
polythene;39;
polyurethane;39;
resin;39;
thermoplastic;39;
thermosetting;39;
games;39;
school;39;
golf;39;
pre school;39;
agent;35;
baton;35;
beat;35;
bobby;35;
body armour;35;
body search;35;
book;35;
chief constable;35;
chief inspector;35;
chief superintendent;35;
cid, the;35;
commander;35;
commissioner;35;
composite;35;
constable;35;
constabulary;35;
cop;35;
copper;35;
cop shop;35;
cruiser;35;
detective;35;
dragnet;35;
fbi, the;35;
flying squad;35;
fraud squad;35;
frisk;35;
gendarme;35;
guard dog;35;
highway patrol;35;
homicide;35;
informant;35;
inspector;35;
interpol;35;
investigation;35;
law enforcement agent;35;
lawman;35;
manor;35;
metropolitan police, the;35;
mi5;35;
missing person;35;
mountie;35;
mugshot;35;
nab;35;
nail;35;
narc;35;
nark;35;
nick;35;
nightstick;35;
officer;35;
operation;35;
paddy wagon;35;
panda car;35;
patrol;35;
patrol car;35;
patrolman;35;
pig;35;
plain clothes;35;
plastic bullet;35;
police;35;
police constable;35;
police department;35;
police dog;35;
police force;35;
policeman;35;
police officer;35;
police station;35;
policewoman;35;
precinct;35;
quell;35;
question;35;
radar trap;35;
raid;35;
rank;35;
rap sheet;35;
riot police;35;
roadblock;35;
scotland yard;35;
search warrant;35;
sheriff;35;
shield;35;
snout;35;
special agent;35;
special branch;35;
special constable;35;
squad;35;
squad car;35;
state trooper;35;
station house;35;
store detective;35;
supergrass;35;
superintendent;35;
traffic cop;35;
trooper;35;
truncheon;35;
warrant;35;
water cannon;35;
wpc;35;
offices;35;
elements;35;
other games;35;
military;35;
agitprop;35;
apartheid;35;
class struggle;35;
collectivism;35;
colonialist;35;
communism;35;
consciousness raising;35;
consumerism;35;
democrat;35;
democratic;35;
democratize;35;
denationalize;35;
desegregate;35;
doctrine;35;
dogma;35;
dove;35;
dovish;35;
drive;35;
fiat;35;
hawk;35;
internationalism;35;
ism;35;
land reform;35;
machiavellian;35;
manifesto;35;
marxism;35;
meritocracy;35;
nihilism;35;
non aggression;35;
non intervention;35;
non partisan;35;
non violence;35;
open door policy;35;
pacifism;35;
pacifist;35;
party line;35;
passive resistance;35;
perestroika;35;
policy;35;
political action committee;35;
private members bill;35;
programme;35;
radical;35;
reaction;35;
reformist;35;
revisionism;35;
social democracy;35;
social engineering;35;
socialism;35;
socialist;35;
subsidiarity;35;
womens lib;35;
mechanical;35;
pottery & ceramics;35;
chemistry;35;
plants;35;
adversarial;21;
amnesty;21;
anarchism;21;
anarchist;21;
anticlerical;21;
arms control;21;
bigot;21;
bigoted;21;
bigotry;21;
bilateral;21;
blackout;21;
blimp;21;
carpetbagger;21;
caucus;21;
chancellor;21;
coalition;21;
consensus;21;
constituency;21;
constitutionalism;21;
consumerism;21;
credo;21;
demagogue;21;
destabilize;21;
detente;21;
dislodge;21;
disorder;21;
dissent;21;
divine right;21;
enterprise culture;21;
ferment;21;
firebrand;21;
foreign affairs;21;
formation;21;
gerrymandering;21;
glasnost;21;
global;21;
hammer and sickle;21;
heartland;21;
honours list;21;
imperialism;21;
interventionist;21;
invoke;21;
isolationism;21;
liberal;21;
liberalism;21;
lobby;21;
machinery;21;
maoism;21;
nationalistic;21;
opinion makers;21;
opinion poll;21;
personality cult;21;
petition;21;
photo opportunity;21;
placard;21;
platform;21;
political;21;
political asylum;21;
political geography;21;
political machine;21;
politics;21;
populist;21;
pork barrel;21;
power politics;21;
privilege;21;
propaganda;21;
public affairs;21;
realpolitik;21;
rep;21;
restoration;21;
restore;21;
revolution;21;
rout;21;
secretariat;21;
secretary general;21;
sit in;21;
soapbox;21;
sound bite;21;
stump;21;
subversive;21;
subvert;21;
syndicalism;21;
territorial waters;21;
theorist;21;
theorize;21;
theory;21;
veto;21;
war of words;21;
wheeler dealer;21;
wheeling and dealing;21;
babies;21;
other sports;21;
microbes, genetics, biochem;21;
geography;21;
ceramics;39;
china;39;
clay;39;
fire;39;
glaze;39;
kaolin;39;
porcelain;39;
pot;39;
potter;39;
potters wheel;39;
pottery;39;
stoneware;39;
terracotta;39;
anthropology;39;
compounds;39;
oceanography;39;
insects;39;
atomic;21;
atomic energy;21;
beam;21;
biomass;21;
bionic;21;
boiler;21;
burn;21;
clockwork;21;
cooling tower;21;
core;21;
critical mass;21;
drive;21;
dynamic;21;
energy;21;
engine;21;
fallout;21;
firewood;21;
fluorescent;21;
generate;21;
generation;21;
heat;21;
heater;21;
heating;21;
infra red;21;
irradiate;21;
juice;21;
kerosene;21;
meltdown;21;
meter;21;
motor;21;
motorized;21;
non renewable;21;
nuclear;21;
nuclear fission;21;
nuclear free;21;
nuclear fusion;21;
outage;21;
peat;21;
petrochemical;21;
petrol;21;
pneumatic;21;
power;21;
power plant;21;
quantum;21;
radiate;21;
radiation;21;
radioactive waste;21;
radio wave;21;
ray;21;
reactor;21;
register;21;
thermostat;21;
treadmill;21;
turbine;21;
wave;21;
wavelength;21;
windmill;21;
gas, coal, oil;21;
meteorology;21;
linguistics;21;
business management;21;
day nursery;51;
kindergarten;51;
nursery;51;
nursery nurse;51;
playgroup;51;
playschool;51;
preschool;51;
preschooler;51;
microbes, genetics, biochem;51;
drink;51;
household;51;
agoraphobia;11;
agoraphobic;11;
analyse;11;
analysis;11;
analyst;11;
anorexia;11;
antidepressant;11;
autism;11;
battle fatigue;11;
behaviourism;11;
breakdown;11;
bulimia;11;
catharsis;11;
certify;11;
claustrophobia;11;
cognition;11;
cognitive;11;
complex;11;
compulsive;11;
counsel;11;
counselling;11;
crazed;11;
crazy;11;
defence mechanism;11;
delusion;11;
demented;11;
dementia;11;
denial;11;
depressed;11;
depression;11;
depressive;11;
deranged;11;
diminished responsibility;11;
dipsomaniac;11;
disordered;11;
disturbance;11;
dysfunctional;11;
eating disorder;11;
eccentricity;11;
ego;11;
electric shock therapy;11;
emotional;11;
exhibitionism;11;
extra sensory perception;11;
fixation;11;
freudian;11;
freudian slip;11;
group therapy;11;
hallucinate;11;
hydrophobia;11;
hypnosis;11;
hypnotic;11;
hypnotise;11;
hypnotist;11;
hypnotize;11;
id;11;
inferiority complex;11;
insane;11;
insanity;11;
kleptomania;11;
kleptomaniac;11;
libido;11;
linear;11;
maladjusted;11;
mania;11;
manic;11;
manic depression;11;
manic depressive;11;
mental;11;
mental age;11;
mental hospital;11;
mentally handicapped;11;
midlife crisis;11;
misogynist;11;
mixed up;11;
nerve;11;
nervous;11;
nervous breakdown;11;
nervous system;11;
neural;11;
neuro ;11;
neurology;11;
neurosis;11;
neurotic;11;
obsessive;11;
oedipal;11;
oedipus complex;11;
padded cell;11;
paranoia;11;
paranoid;11;
pathological;11;
pathology;11;
patterning;11;
phallic;11;
phobia;11;
phrenology;11;
post traumatic stress disorder;11;
precognition;11;
psyche;11;
psychiatric;11;
psychiatrist;11;
psychiatry;11;
psychic;11;
psycho;11;
psycho ;11;
psychoanalysis;11;
psychoanalyst;11;
psychoanalyze;11;
psychobabble;11;
psychodrama;11;
psychokinesis;11;
psychological;11;
psychologist;11;
psychology;11;
psychopath;11;
psychosis;11;
psychosomatic;11;
psychotherapy;11;
psychotic;11;
pyromaniac;11;
repression;11;
residential treatment facility;11;
rorschach test;11;
sadism;11;
sadist;11;
safety valve;11;
sanity;11;
scar;11;
schizoid;11;
schizophrenia;11;
schizophrenic;11;
screwed up;11;
socialize;11;
sociopath;11;
split personality;11;
subconscious;11;
suggestion;11;
superego;11;
therapy;11;
torment;11;
trance;11;
trauma;11;
voyeur;11;
well adjusted;11;
geology;11;
linguistics;11;
construction;11;
baseball;11;
ethnocentric;75;
ghetto;75;
ghettoize;75;
kkk;75;
klansman;75;
ku klux klan, the;75;
minority;75;
miscegenation;75;
multicultural;75;
multiculturalism;75;
multiracial;75;
naacp;75;
race;75;
segregation;75;
uncle tom;75;
white supremacist;75;
house;75;
letters & punctuation;75;
nationality & race;75;
animals;75;
album;20;
amp;20;
amplifier;20;
amplify;20;
audiotape;20;
b side;20;
cassette;20;
cd;20;
cd player;20;
compact disc;20;
compact disc player;20;
dat;20;
disc;20;
dolby;20;
dub;20;
earphone;20;
earpiece;20;
flip side;20;
forty five;20;
gramophone;20;
head;20;
headphones;20;
hi fi;20;
high fidelity;20;
indie;20;
jacket;20;
label;20;
liner note;20;
long playing record;20;
loop;20;
loudspeaker;20;
lp;20;
microphone;20;
mix;20;
mixer;20;
monitor;20;
needle;20;
personal stereo;20;
phonograph;20;
playback;20;
prerecord;20;
press;20;
quadraphonic;20;
record;20;
recording;20;
replay;20;
reproduction;20;
re release;20;
rewind;20;
scratchy;20;
seventy eight;20;
single;20;
sound check;20;
speaker;20;
stereo;20;
studio;20;
stylus;20;
talking book;20;
tape;20;
tape deck;20;
tape record;20;
tape recorder;20;
tape recording;20;
transcribe;20;
transcript;20;
transfer;20;
turntable;20;
video;20;
video camera;20;
video cassette;20;
video cassette recorder;20;
videodisc;20;
videographer;20;
video recorder;20;
videotape;20;
vinyl;20;
walkman;20;
wipe;20;
wire;20;
board games;20;
tax;20;
finance;20;
gambling;20;
acolyte;21;
afterlife;21;
agnostic;21;
angel;21;
animism;21;
anoint;21;
apostasy;21;
apostate;21;
archangel;21;
believe;21;
believer;21;
bell ringer;21;
bless;21;
blessed;21;
blessing;21;
celebrant;21;
christian science;21;
circumcise;21;
circumcision;21;
communion;21;
confession;21;
convent;21;
conversion;21;
convert;21;
coreligionist;21;
cowl;21;
credo;21;
creed;21;
cult;21;
daemon;21;
decalogue;21;
defrock;21;
deism;21;
denomination;21;
denominational;21;
devotee;21;
devotion;21;
devotional;21;
devout;21;
divine;21;
divinity;21;
druid;21;
faith;21;
fast day;21;
feast;21;
fervour;21;
fiesta;21;
follow;21;
frankincense;21;
gentile;21;
god;21;
goddess;21;
grace;21;
habit;21;
hair shirt;21;
hallelujah;21;
hallowed;21;
halo;21;
heathen;21;
heaven;21;
heavenly;21;
hell;21;
heresy;21;
heretic;21;
hermit;21;
hermitage;21;
heterodox;21;
high priest;21;
idol;21;
idolatry;21;
incarnation;21;
incense;21;
infidel;21;
intercession;21;
invocation;21;
invoke;21;
irreligious;21;
layman;21;
laywoman;21;
libation;21;
liturgical;21;
liturgy;21;
martyr;21;
meditate;21;
meditation;21;
mission;21;
monastery;21;
monastic;21;
monk;21;
monotheism;21;
moonie;21;
mormon;21;
mosaic;21;
mystery play;21;
mystic;21;
mystical;21;
mysticism;21;
neophyte;21;
novice;21;
novitiate;21;
numinous;21;
nun;21;
nunnery;21;
oblation;21;
observance;21;
offering;21;
olympian;21;
ordain;21;
order;21;
orthodox;21;
otherworldly;21;
pagan;21;
pantheism;21;
pantheon;21;
parsee;21;
pilgrim;21;
pilgrimage;21;
pious;21;
pluralism;21;
polytheism;21;
practise;21;
pray;21;
prayer;21;
prayer wheel;21;
preach;21;
preacher;21;
priest;21;
priestess;21;
priesthood;21;
priestly;21;
prophet;21;
prophetess;21;
purify;21;
rasta;21;
rastafarian;21;
rastaman;21;
re;21;
recant;21;
reincarnation;21;
religion;21;
religious;21;
religiously;21;
reliquary;21;
repent;21;
retreat;21;
revelation;21;
revivalism;21;
rite;21;
ritual;21;
sacred;21;
sacrifice;21;
sacrificial;21;
sanctify;21;
sanctity;21;
sanctuary;21;
sanctum;21;
satanism;21;
scripture;21;
sect;21;
sectarian;21;
service;21;
shaman;21;
shinto;21;
shrine;21;
sin;21;
sinful;21;
sinner;21;
soul;21;
spirit;21;
spiritual;21;
spiritualism;21;
spirituality;21;
sr;21;
sun god;21;
suppliant;21;
supplicant;21;
supplication;21;
supreme being;21;
tao;21;
taoism;21;
temple;21;
tenet;21;
thanksgiving;21;
theism;21;
theo ;21;
theocracy;21;
theologian;21;
theological college;21;
theology;21;
tonsure;21;
transcendental;21;
transcendental meditation;21;
transmigration;21;
unbelief;21;
unbeliever;21;
ungodly;21;
unholy;21;
unorthodox;21;
visionary;21;
voodoo;21;
votary;21;
worship;21;
furniture;21;
earth sciences;21;
army;21;
voting;21;
chant;21;
guardian angel;21;
hymn;21;
lucifer;21;
mystical;21;
pantheon;21;
proselytize;21;
providence;21;
religion;21;
secular;21;
supernatural;21;
theorem;21;
meteorology;21;
welfare;21;
house;21;
defence;21;
arterial;2;
artery;2;
asphalt;2;
ave.;2;
avenue;2;
ballast;2;
barricade;2;
belisha beacon;2;
beltway;2;
bitumen;2;
blacktop;2;
blind alley;2;
blind spot;2;
blvd.;2;
bollard;2;
bottleneck;2;
boulevard;2;
box junction;2;
bus lane;2;
bus shelter;2;
bus stop;2;
bypass;2;
byway;2;
camber;2;
carriageway;2;
catseye;2;
causeway;2;
central reservation;2;
chicane;2;
chippings;2;
circus;2;
close;2;
cloverleaf;2;
cobble;2;
cobbled;2;
cobblestone;2;
cone;2;
contraflow;2;
corner;2;
corniche;2;
crash barrier;2;
crawler lane;2;
crescent;2;
crossing;2;
crossroads;2;
cross street;2;
crosswalk;2;
cul de sac;2;
curb;2;
dead end;2;
dirt road;2;
diversion;2;
divided highway;2;
dogleg;2;
dr;2;
dual carriageway;2;
esplanade;2;
exit;2;
express;2;
expressway;2;
fast lane;2;
flyover;2;
footbridge;2;
freeway;2;
fwy.;2;
gradient;2;
gravelled;2;
gridlock;2;
grit;2;
gutter;2;
hairpin bend;2;
hard shoulder;2;
headroom;2;
hedgerow;2;
high road;2;
highway;2;
hill;2;
hump backed bridge;2;
interchange;2;
intersect;2;
intersection;2;
interstate;2;
kerb;2;
lamp post;2;
lane;2;
lay by;2;
level crossing;2;
macadam;2;
main road;2;
manhole;2;
median;2;
meter maid;2;
mews;2;
milestone;2;
mini roundabout;2;
motorway;2;
negotiable;2;
off ramp;2;
off road;2;
one way;2;
on ramp;2;
orbital;2;
parade;2;
parkway;2;
path;2;
pathway;2;
pave;2;
pavement;2;
pedestrian;2;
pedestrian crossing;2;
pedestrianize;2;
pedestrian precinct;2;
pelican crossing;2;
piazza;2;
pike;2;
pk;2;
pl.;2;
plaza;2;
point;2;
pothole;2;
promenade;2;
ramp;2;
rd.;2;
rest area;2;
resurface;2;
right of way;2;
ring road;2;
road;2;
roadblock;2;
road sign;2;
road tax;2;
roadway;2;
roadworks;2;
roundabout;2;
rush hour;2;
rut;2;
rutted;2;
s bend;2;
s curve;2;
service area;2;
service station;2;
shoulder;2;
sidewalk;2;
signpost;2;
single track road;2;
sleeping policeman;2;
slip road;2;
snow route;2;
soft shoulder;2;
speed bump;2;
speed limit;2;
spur;2;
st;2;
stoplight;2;
street;2;
streetcar;2;
streetlight;2;
strip;2;
subway;2;
superhighway;2;
suspension bridge;2;
switchback;2;
tar;2;
tarmac;2;
taxi rank;2;
terminus;2;
thoroughfare;2;
throughway;2;
thruway;2;
t junction;2;
toll;2;
tollbooth;2;
toll bridge;2;
tollgate;2;
toll road;2;
tollway;2;
towaway zone;2;
traffic;2;
traffic calming;2;
traffic circle;2;
traffic cone;2;
traffic island;2;
traffic lights;2;
traffic warden;2;
tramlines;2;
truck stop;2;
trunk road;2;
turn;2;
turning;2;
turn off;2;
turnout;2;
turnpike;2;
underpass;2;
way;2;
wayside;2;
weighbridge;2;
yellow line;2;
zebra crossing;2;
tourism;2;
leisure;2;
offices;2;
employment;2;
academy;51;
advanced;51;
advanced level;51;
a level;51;
a/s level;51;
assembly;51;
baccalaureate;51;
blazer;51;
board;51;
boarder;51;
boarding school;51;
bursar;51;
cane;51;
caretaker;51;
carnival;51;
church school;51;
classroom;51;
classwork;51;
college boards;51;
comp;51;
comprehensive school;51;
convent school;51;
corporal punishment;51;
crammer;51;
day boy;51;
day girl;51;
day pupil;51;
day school;51;
demerit;51;
detention;51;
dictation;51;
dinner lady;51;
diploma;51;
domestic science;51;
dormitory;51;
drill;51;
drivers education;51;
dunce;51;
dunces cap;51;
elementary;51;
elementary school;51;
fag;51;
feeder school;51;
finishing school;51;
form;51;
gce;51;
gcse;51;
grade;51;
grade school;51;
graduate;51;
graduation;51;
grammar school;51;
grant maintained;51;
head boy;51;
head girl;51;
headmaster;51;
headmistress;51;
headship;51;
head teacher;51;
high;51;
high school;51;
home room;51;
homework;51;
honor roll;51;
house;51;
housemaster;51;
housemistress;51;
industrial arts;51;
intermediate school;51;
intramural;51;
junior;51;
junior high school;51;
junior school;51;
lollipop lady;51;
magnet school;51;
make up;51;
master;51;
matron;51;
middle school;51;
military academy;51;
minus;51;
mistress;51;
mixed ability;51;
monitor;51;
multiplication table;51;
o grade;51;
old boy;51;
old girl;51;
o level;51;
parochial school;51;
pe;51;
period;51;
plus;51;
pop quiz;51;
practical;51;
prefect;51;
prep;51;
preparatory school;51;
preppy;51;
prep school;51;
primary;51;
primary school;51;
primer;51;
private education;51;
private school;51;
project;51;
pta;51;
pto;51;
public school;51;
pupil;51;
quiz;51;
re;51;
recess;51;
report;51;
report card;51;
satchel;51;
school;51;
school board;51;
schoolboy;51;
schoolchild;51;
schoolday;51;
school district;51;
schoolgirl;51;
school governor;51;
schoolhouse;51;
schooling;51;
schoolkid;51;
school leaver;51;
schoolmaster;51;
schoolmate;51;
schoolmistress;51;
schoolroom;51;
schoolteacher;51;
school tie;51;
schoolwork;51;
secondary modern;51;
secondary school;51;
semester;51;
seminary;51;
senior;51;
senior high school;51;
set;51;
sex education;51;
shop;51;
show and tell;51;
sixth form;51;
sixth form college;51;
sophomore;51;
special education;51;
special school;51;
speech day;51;
sports day;51;
statement;51;
stream;51;
subject;51;
substitute teacher;51;
summer camp;51;
summer school;51;
superintendent;51;
supply teacher;51;
syllabus;51;
termly;51;
theme;51;
truant;51;
unit;51;
upperclassman;51;
upperclasswoman;51;
upper school;51;
valedictorian;51;
games;51;
groupings;51;
painting and drawing;51;
insurance;51;
bas relief;122;
bronze;122;
bust;122;
carve;122;
carver;122;
carving;122;
cast;122;
casting;122;
chisel;122;
effigy;122;
high relief;122;
ivory;122;
marble;122;
pedestal;122;
plaster;122;
plaster cast;122;
plaster of paris;122;
sculpt;122;
sculptor;122;
sculpture;122;
sculptured;122;
statuary;122;
statue;122;
statuette;122;
torso;122;
woodcarving;122;
navy;122;
gardening;122;
electricity;122;
furniture;122;
applique;123;
baste;123;
bobbin;123;
bodkin;123;
cable knit;123;
chain stitch;123;
cotton;123;
crochet;123;
cross stitch;123;
embroider;123;
embroidery;123;
eye;123;
fancywork;123;
needle;123;
